T,E,M,E2,M2
0.31252525252525254,-5828.0,-48.034229828850854,33965584.0,2338.1809290953547
0.37303030303030305,-5832.0,-101.36919315403424,34012224.0,10300.79217603912
0.43353535353535355,-5841.926650366749,-158.71393643031786,34128111.27628362,25251.9804400978
0.49404040404040406,-5861.056234718826,-162.49388753056235,34351987.20782396,26443.9315403423
0.5545454545454546,-5872.0,-209.5354523227384,34480384.0,43919.17848410758
0.6150505050505051,-5899.555012224939,-216.21026894865525,34804750.03422983,46764.88019559902
0.6755555555555556,-5919.60391198044,-313.0073349633252,35041711.79462103,97997.92665036675
0.7360606060606061,-5956.39119804401,-360.51344743276286,35478597.43765281,129997.25183374083
0.7965656565656566,-5968.80195599022,-423.28117359413204,35626597.750611246,179204.586797066
0.8570707070707071,-6004.8899755501225,-493.5794621026895,36058704.60635697,243703.28606356969
0.9175757575757576,-6022.958435207824,-512.9339853300734,36276033.02689487,263116.1564792176
0.9780808080808081,-6069.251833740831,-540.0635696821516,36835844.67481662,291820.097799511
1.0385858585858585,-6056.728606356968,-559.9413202933986,36683996.17603912,313569.1149144254
1.0990909090909091,-6098.586797066015,-508.5281173594132,37192855.383863084,258613.37897310514
1.1595959595959597,-6120.063569682152,-632.3911980440098,37455185.49633252,399940.8704156479
1.2201010101010101,-6149.334963325184,-649.0953545232273,37814376.850855745,421333.55501222494
1.2806060606060605,-6169.339853300734,-672.6454767726161,38060877.281173594,452472.3520782396
1.3411111111111111,-6188.171149144254,-683.5158924205379,38293468.17603912,467214.249388753
1.4016161616161618,-6155.643031784841,-756.6259168704156,37891979.90220049,572494.6699266504
1.4621212121212122,-6107.378973105135,-828.1662591687042,37300133.93643032,685866.8948655257
1.5226262626262625,-6176.5378973105135,-971.1882640586797,38149654.415647924,943224.8997555012
1.5831313131313132,-6137.398533007335,-925.760391198044,37667707.89242054,857039.217603912
1.6436363636363638,-6099.760391198044,-969.5794621026895,37207115.53056235,940121.4572127139
1.7041414141414142,-6045.2860635696825,-1044.5183374083128,36545531.70660147,1091055.902200489
1.7646464646464646,-5894.635696821516,-1094.6699266503667,34746752.87041565,1198317.8092909534
1.8251515151515152,-5849.20293398533,-1119.515892420538,34213256.72371638,1253336.3618581907
1.8856565656565658,-5793.2420537897315,-1173.3300733496333,33561750.06356968,1376753.5452322739
1.9461616161616162,-5656.132029339853,-1242.5476772616137,31992009.281173594,1543934.151589242
2.0066666666666664,-5652.523227383863,-1303.2665036674816,31951356.07823961,1698515.8728606356
2.0671717171717168,-5656.278728606357,-1348.9779951100245,31993535.46210269,1819809.3105134475
2.1276767676767676,-5591.657701711491,-1466.166259168704,31266703.882640585,2149668.899755501
2.188181818181818,-5391.643031784841,-1327.643031784841,29069972.860635698,1762674.2200488998
2.2486868686868684,-5290.904645476772,-1329.643031784841,27993741.359413203,1767998.7677261613
2.3091919191919192,-5088.572127139364,-1284.80195599022,25894513.183374085,1650909.3594132029
2.3696969696969696,-4984.679706601467,-1308.7823960880196,24847120.36185819,1712935.8630806846
2.43020202020202,-4803.388753056235,-1395.5843520782396,23072636.136919316,1947820.0586797066
2.4907070707070704,-4652.058679706602,-1402.9046454767727,21641726.72860636,1968155.0513447432
2.551212121212121,-4458.044009779951,-1369.643031784841,19874498.268948656,1876055.9413202934
2.6117171717171717,-4324.176039119804,-1269.9364303178484,18698811.71638142,1612887.5305623473
2.672222222222222,-4072.39608801956,-1196.200488997555,16584522.826405868,1430924.4694376527
2.7327272727272724,-3864.1026894865527,-1113.4621026894865,14931492.684596578,1239907.804400978
2.7932323232323233,-3792.635696821516,-993.281173594132,14384488.645476773,986736.3716381418
2.8537373737373737,-3897.60880195599,-898.5965770171149,15191639.579462104,807503.2860635697
2.914242424242424,-3630.6748166259167,-894.80195599022,13182038.249388753,800749.7799511002
2.9747474747474745,-3424.7090464547678,-729.8533007334963,11728714.904645476,532883.804400978
3.035252525252525,-3338.845965770171,-693.6088019559902,11148167.119804401,481127.3056234719
3.0957575757575757,-3144.2493887530563,-631.7701711491443,9886528.459657703,399158.50366748165
3.156262626262626,-3093.403422982885,-521.2860635696821,9569595.276283618,271905.2811735941
3.2167676767676765,-3132.0977995110024,-577.4914425427872,9811374.845965771,333681.7114914425
3.2772727272727273,-2964.5867970660147,-526.4205378973105,8788968.156479217,277503.1100244499
3.3377777777777777,-2910.151589242054,-519.2371638141809,8471146.014669927,269700.1271393643
3.398282828282828,-2633.090464547677,-527.3447432762836,6933631.7163814185,278132.9290953545
3.4587878787878785,-2686.034229828851,-450.679706601467,7216147.520782396,203676.96821515894
3.519292929292929,-2591.877750611247,-385.50611246943765,6718148.097799511,148660.1466992665
3.5797979797979798,-2391.0709046454767,-95.27139364303179,5717422.2200489,9123.237163814181
3.64030303030303,-2422.39119804401,-89.89731051344744,5868357.271393643,8249.97555012225
3.7008080808080805,-2406.078239608802,-107.57946210268949,5791279.246943765,11622.220048899755
3.7613131313131314,-2365.3740831295845,-53.45721271393643,5595502.405867971,2975.843520782396
3.821818181818182,-2191.838630806846,-67.96577017114915,4804497.437652811,4708.78239608802
3.882323232323232,-2100.968215158924,-26.943765281173594,4414626.93398533,764.5770171149144
3.9428282828282826,-2122.2982885085576,43.79951100244499,4504365.574572127,1990.0146699266504
4.003333333333333,-2138.1907090464547,-90.60635696821515,4572255.02200489,8282.689486552566
4.063838383838384,-2092.6894865525674,23.662591687041566,4379509.15403423,614.640586797066
4.124343434343434,-1927.8973105134473,-173.43765281173594,3717365.760391198,30212.127139364304
4.184848484848485,-1982.7823960880196,-9.921760391198044,3931600.322738386,352.77261613691934
4.245353535353535,-1953.3496332518337,-9.965770171149144,3815688.6259168703,197.90709046454768
4.305858585858585,-2007.2273838630806,79.80440097799512,4029038.4547677264,6534.963325183374
4.366363636363636,-1974.5819070904645,74.88997555012224,3899402.0733496333,5634.630806845966
4.426868686868687,-1941.765281173594,35.48166259168704,3771198.5819070903,1343.4523227383863
4.487373737373737,-1975.403422982885,-60.06356968215159,3902845.3398533007,3962.9046454767727
4.547878787878788,-1877.2958435207825,7.623471882640587,3525536.8312958437,185.75061124694378
4.608383838383839,-1799.6528117359412,17.00244498777506,3238981.3105134475,496.40097799511
4.668888888888889,-1704.7383863080684,82.21026894865525,2906480.3618581905,6899.735941320293
4.7293939393939395,-1816.2591687041565,-18.400977995110026,3299144.205378973,700.0782396088019
4.789898989898989,-1573.9315403422984,-91.76528117359413,2477456.26405868,8708.205378973105
4.85040404040404,-1626.880195599022,-47.20293398533008,2647396.782396088,2284.2542787286066
4.910909090909091,-1783.1638141809292,-49.31051344743276,3180781.721271394,2474.0929095354522
4.971414141414141,-1675.8239608801955,39.960880195599024,2808586.6992665036,1653.7114914425429
5.031919191919192,-1686.361858190709,-66.17114914425427,2844545.261613692,4540.40097799511
5.092424242424242,-1565.2762836185818,39.251833740831295,2451131.706601467,1770.6308068459657
5.152929292929293,-1723.6332518337408,151.90220048899755,2971352.4596577017,23200.977995110024
5.2134343434343435,-1607.721271393643,96.33740831295843,2585051.0806845967,9500.0
5.2739393939393935,-1641.9413202933986,133.73105134474326,2696492.1369193154,18023.765281173593
5.334444444444444,-1439.2567237163814,135.72616136919316,2071778.0146699266,18473.936430317848
5.394949494949495,-1467.1540342298288,40.41564792176039,2152748.899755501,2316.117359413203
5.455454545454545,-1490.9095354523226,159.06601466992666,2223197.8386308067,25427.667481662593
5.515959595959596,-1495.0904645476774,23.638141809290953,2236373.8092909534,691.4621026894865
5.576464646464647,-1352.3716381418094,-37.04645476772616,1829758.04400978,1474.718826405868
5.636969696969697,-1545.9853300733496,-43.427872860635695,2390380.8312958437,2153.633251833741
5.697474747474748,-1416.757946210269,73.34963325183374,2007534.6210268948,5483.677261613692
5.7579797979797975,-1357.9902200488998,25.618581907090466,1846187.2567237164,751.9511002444988
5.818484848484848,-1323.0171149144255,24.356968215158926,1750582.5819070905,1095.9706601466992
5.878989898989899,-1320.7530562347188,-103.52567237163814,1744704.8019559903,10794.728606356968
5.939494949494949,-1193.237163814181,-50.44987775061125,1424991.1491442544,2642.9046454767727
6.0,-1148.562347188264,51.63325183374083,1320219.315403423,2857.5354523227384
6.0,-1360.8264058679706,-80.95354523227384,1852001.0464547677,6681.281173594132
5.939494949494949,-1234.1564792176039,-51.65281173594132,1523871.2469437653,3002.6308068459657
5.878989898989899,-1359.9657701711492,-170.09779951100245,1850147.7261613691,28999.28606356968
5.818484848484848,-1348.2249388753057,-88.68948655256723,1818059.6381418093,8005.819070904646
5.7579797979797975,-1267.403422982885,-7.789731051344743,1606459.7359413202,245.799511002445
5.697474747474748,-1460.3667481662592,44.45476772616137,2133500.2347188266,2013.916870415648
5.636969696969697,-1325.2273838630806,31.848410757946212,1756897.1246943765,1067.7848410757947
5.576464646464647,-1479.2958435207825,138.60146699266502,2188616.606356968,19506.190709046456
5.515959595959596,-1496.3422982885086,81.6919315403423,2240380.9877750613,6788.146699266504
5.455454545454545,-1293.520782396088,86.17114914425427,1673482.3960880195,7533.7701711491445
5.394949494949495,-1426.083129584352,-65.96088019559902,2034485.2029339853,4457.378973105135
5.334444444444444,-1581.3154034229829,25.12958435207824,2501635.2567237164,694.3276283618582
5.2739393939393935,-1536.4596577017114,188.1564792176039,2362208.6454767724,35776.78239608802
5.2134343434343435,-1693.6136919315404,3.2029339853300733,2868728.7041564793,111.95110024449878
5.152929292929293,-1559.4718826405867,-66.58190709046455,2432325.0268948656,4536.723716381418
5.092424242424242,-1611.158924205379,162.37163814180929,2596145.975550122,26514.493887530563
5.031919191919192,-1562.6992665036676,47.858190709046454,2442169.1149144256,2532.0195599022004
4.971414141414141,-1664.8997555012224,-88.26405867970661,2772144.508557457,8037.867970660147
4.910909090909091,-1616.8361858190708,8.80195599022005,2614829.0562347188,214.200488997555
4.85040404040404,-1794.924205378973,47.867970660146696,3221954.053789731,2359.9315403422984
4.789898989898989,-1577.804400977995,128.9877750611247,2490946.8850855744,16885.574572127138
4.7293939393939395,-1785.4718826405867,136.05378973105135,3188028.6454767724,18685.232273838632
4.668888888888889,-1907.7457212713937,116.08312958435208,3639826.738386308,13527.716381418093
4.608383838383839,-1781.080684596577,-126.83129584352078,3172386.7090464546,16204.586797066015
4.547878787878788,-1823.0562347188263,-160.36185819070906,3323724.215158924,25865.408312958436
4.487373737373737,-1664.278728606357,-364.8557457212714,2771544.5378973107,133186.00488997556
4.426868686868687,-1618.361858190709,-321.4963325183374,2620380.880195599,104029.69193154034
4.366363636363636,-1943.2909535452322,-471.3447432762836,3777403.7457212713,222931.14914425428
4.305858585858585,-2009.398533007335,-357.8288508557457,4038184.7041564793,128095.43276283618
4.245353535353535,-1985.1833740831296,-311.4083129584352,3941134.924205379,97073.14425427873
4.184848484848485,-2000.8557457212714,-170.2836185819071,4003636.860635697,29110.914425427873
4.124343434343434,-1988.2933985330073,-153.15403422982885,3953660.9290953544,23552.0391198044
4.063838383838384,-2063.5012224938873,-9.995110024449877,4258900.8704156475,1045.8875305623471
4.003333333333333,-2223.545232273839,-184.44987775061125,4944880.2836185815,34223.08068459658
3.9428282828282826,-1996.6454767726161,-61.57946210268948,3986710.1222493886,3887.5012224938873
3.882323232323232,-2198.6894865525674,-67.43765281173594,4834550.063569682,4818.298288508558
3.821818181818182,-2171.9364303178486,-2.3227383863080684,4717452.097799511,206.3080684596577
3.7613131313131314,-2306.865525672372,16.91931540342298,5321827.696821515,370.6210268948655
3.7008080808080805,-2241.545232273839,-54.62591687041565,5026152.254278729,3042.1418092909535
3.64030303030303,-2658.6943765281176,-100.07334963325184,7068814.855745722,10090.611246943765
3.5797979797979798,-2529.8533007334963,-64.43520782396088,6400334.75794621,4252.488997555012
3.519292929292929,-2321.970660146699,-47.261613691931544,5391956.8019559905,2435.0220048899755
3.4587878787878785,-2617.8533007334963,-32.97799511002445,6853325.564792176,1245.6919315403422
3.398282828282828,-2639.638141809291,-34.43031784841076,6968367.863080685,1248.2640586797065
3.3377777777777777,-2546.6650366748167,-132.95354523227383,6485880.166259169,17825.300733496333
3.2772727272727273,-2597.481662591687,-208.51833740831296,6747285.193154034,43608.33251833741
3.2167676767676765,-2811.0611246943763,-117.66259168704157,7902501.69193154,13883.22738386308
3.156262626262626,-2727.633251833741,-195.4083129584352,7440991.38386308,38234.669926650364
3.0957575757575757,-2966.166259168704,-136.29828850855745,8798412.254278729,18638.79706601467
3.035252525252525,-2881.002444987775,-22.0440097799511,8300259.47188264,669.6919315403424
2.9747474747474745,-2950.1858190709045,242.2200488997555,8703721.281173594,58940.20537897311
2.914242424242424,-3169.530562347188,131.07090464547676,10046511.325183375,17242.581907090465
2.8537373737373737,-3078.4987775061127,94.0440097799511,9477579.706601467,9136.938875305623
2.7932323232323233,-3184.8850855745723,41.40831295843521,10143712.224938875,1884.9290953545233
2.7327272727272724,-3202.5085574572126,-153.4523227383863,10256133.584352078,23616.948655256725
2.672222222222222,-3341.6577017114914,-46.68459657701712,11167083.354523227,2346.9633251833743
2.6117171717171717,-3602.0635696821514,-100.0,12975079.295843521,10025.330073349633
2.551212121212121,-3699.4132029339853,-243.54034229828852,13685903.39364303,59595.36430317848
2.4907070707070704,-3667.20293398533,-283.76039119804403,13448431.81418093,80675.15892420537
2.43020202020202,-3740.088019559902,-158.8606356968215,13988415.080684597,25352.557457212715
2.3696969696969696,-3964.728606356968,-256.3325183374083,15719218.787286064,65805.55501222494
2.3091919191919192,-4116.684596577017,-236.33251833740832,16947255.92176039,56107.55990220049
2.2486868686868684,-4425.061124694376,-235.5794621026895,19581260.254278727,55559.08068459658
2.188181818181818,-4647.716381418093,-234.07334963325184,21601662.161369193,54822.220048899755
2.1276767676767676,-4731.819070904646,-224.2200488997555,22390149.995110024,50354.278728606354
2.0671717171717168,-4750.79706601467,-182.58679706601467,22570175.784841076,33427.902200489
2.0066666666666664,-4915.378973105135,-133.55501222493888,24161048.53789731,17849.017114914426
1.9461616161616162,-4998.376528117359,-110.8997555012225,24984165.04645477,12323.511002444988
1.8856565656565658,-5080.308068459658,-184.88508557457212,25809648.577017114,34339.13936430318
1.8251515151515152,-5241.266503667482,-149.21760391198043,27471071.931540344,22279.59902200489
1.7646464646464646,-5274.332518337408,-170.5770171149144,27818640.811735943,29279.9902200489
1.7041414141414142,-5360.518337408313,-207.26650366748166,28735237.026894864,42992.86063569682
1.6436363636363638,-5524.743276283619,-273.9951100244499,30522818.816625915,75087.608801956
1.5831313131313132,-5710.215158924206,-414.77261613691934,32606879.129584353,172043.72616136918
1.5226262626262625,-5854.440097799511,-394.3129584352078,34274578.35696822,155488.44009779952
1.4621212121212122,-5967.623471882641,-435.92176039119806,35612740.25427873,190034.48410757945
1.4016161616161618,-6114.112469437653,-440.4156479217604,37382432.07823961,193981.44743276283
1.3411111111111111,-6188.048899755501,-464.40586797066015,38291955.65770171,215695.6185819071
1.2806060606060605,-6329.486552567238,-524.9290953545233,40062421.652811736,275559.02200488996
1.2201010101010101,-6417.144254278729,-580.1320293398533,41179748.79217604,336561.45721271395
1.1595959595959597,-6472.860635696821,-653.9902200488998,41897933.22249389,427711.26650366746
1.0990909090909091,-6532.322738386308,-604.6552567237164,42671261.80929095,365626.11246943765
1.0385858585858585,-6574.0,-605.4914425427872,43217476.0,366630.87530562346
0.9780808080808081,-6617.290953545233,-664.7628361858191,43788554.953545235,441913.8973105134
0.9175757575757576,-6639.941320293398,-674.1662591687042,44088878.80684596,454507.6674816626
0.8570707070707071,-6698.963325183374,-676.2591687041564,44876116.850855745,457331.8435207824
0.7965656565656566,-6742.953545232273,-737.6283618581907,45467425.60391198,544104.2444987776
0.7360606060606061,-6782.80195599022,-760.3911980440098,46006413.212713934,578198.0048899755
0.6755555555555556,-6792.0,-812.0733496332518,46131264.0,659472.870415648
0.6150505050505051,-6815.931540342298,-813.8484107579462,46456929.42787286,662364.2053789732
0.5545454545454546,-6831.173594132029,-802.3667481662592,46664933.819070905,643796.7726161369
0.49404040404040406,-6844.0,-830.3471882640587,46840336.0,689478.1026894866
0.43353535353535355,-6845.515892420538,-825.7701711491443,46861088.56723716,681899.9119804401
0.37303030303030305,-6852.0,-860.2053789731051,46949904.0,739972.2053789732
0.31252525252525254,-6861.936430317848,-883.5501222493888,47086172.40097799,780667.9511002445
0.25202020202020203,-6870.0,-932.4743276283618,47196900.0,869522.3765281173
0.19151515151515153,-6880.0,-974.8215158924205,47334400.0,950282.7481662591
0.13101010101010102,-6894.0,-1036.4889975550122,47527236.0,1074313.8973105135
0.0705050505050505,-6901.892420537897,-1080.317848410758,47636119.40342298,1167092.0391198045
0.01,-6917.657701711491,-1131.5941320293398,47853989.33007335,1280517.5843520781
0.01,-6932.0,-1171.3105134474329,48052624.0,1371991.716381418
0.0705050505050505,-6934.0,-1218.2493887530563,48080356.0,1484134.259168704
0.13101010101010102,-6944.0,-1239.080684596577,48219136.0,1535325.457212714
0.19151515151515153,-6949.735941320293,-1268.3422982885086,48298830.64058679,1608699.031784841
0.25202020202020203,-6963.926650366749,-1322.2102689486553,48496278.38630807,1748242.6797066014
0.31252525252525254,-6972.0,-1315.1051344743275,48608784.0,1729504.1662591686
0.37303030303030305,-6976.0,-1333.2616136919316,48664576.0,1777590.4156479219
0.43353535353535355,-6990.0,-1343.1344743276284,48860100.0,1804016.9486552568
0.49404040404040406,-6990.0,-1343.6185819070904,48860100.0,1805316.0880195599
0.5545454545454546,-6992.0,-1352.7872860635696,48888064.0,1830036.8410757945
0.6150505050505051,-6994.0,-1371.0268948655257,48916036.0,1879735.8533007335
0.6755555555555556,-6999.090464547678,-1400.6503667481663,48987268.32273839,1961833.5941320295
0.7360606060606061,-7000.0,-1455.877750611247,49000000.0,2119583.129584352
0.7965656565656566,-7004.0,-1482.1858190709047,49056016.0,2196882.239608802
0.8570707070707071,-7016.0,-1517.916870415648,49224256.0,2304080.215158924
0.9175757575757576,-7003.364303178484,-1558.8264058679706,49047117.92665037,2429948.6552567235
0.9780808080808081,-6985.447432762836,-1585.9804400977996,48796482.816625915,2515345.06601467
1.0385858585858585,-6995.848410757946,-1611.403422982885,48941899.90220049,2596625.369193154
1.0990909090909091,-6997.325183374083,-1623.4132029339853,48962584.185819075,2635474.6601466993
1.1595959595959597,-6966.312958435208,-1638.6259168704157,48529517.38875306,2685099.706601467
1.2201010101010101,-6975.320293398533,-1667.9119804400978,48655095.83374083,2781939.990220049
1.2806060606060605,-6931.408312958435,-1696.5916870415647,48044443.1393643,2878432.4400977995
1.3411111111111111,-6940.073349633251,-1767.476772616137,48164636.27383863,3123983.677261614
1.4016161616161618,-6931.090464547678,-1829.3056234718827,48040058.21026895,3346365.134474328
1.4621212121212122,-6904.195599022005,-1846.2689486552567,47668014.083129585,3408719.3545232276
1.5226262626262625,-6838.488997555012,-1881.559902200489,46764951.36430318,3540286.4058679705
1.5831313131313132,-6727.026894865526,-1844.2493887530563,45252918.36674817,3401264.557457213
1.6436363636363638,-6698.562347188264,-1842.1026894865527,44870776.9388753,3393348.4400977995
1.7041414141414142,-6657.799511002445,-1813.6674816625916,44326336.99755501,3289399.7750611245
1.7646464646464646,-6536.508557457213,-1763.9070904645478,42726023.37408313,3111373.388753056
1.8251515151515152,-6440.850855745722,-1759.1540342298288,41484814.200489,3094637.936430318
1.8856565656565658,-6281.2420537897315,-1715.6088019559902,39454151.76528117,2943323.5403422983
1.9461616161616162,-6225.256723716381,-1717.2469437652812,38753931.217603914,2948952.9290953544
2.0066666666666664,-6049.134474327629,-1643.520782396088,36592380.4400978,2701258.053789731
2.0671717171717168,-5936.850855745722,-1681.5550122249388,35246220.4400978,2827641.0171149145
2.1276767676767676,-6002.704156479218,-1685.5012224938876,36032665.985330075,2840927.2665036675
2.188181818181818,-5719.628361858191,-1721.0415647921761,32714308.205378972,2962034.513447433
2.2486868686868684,-5412.371638141809,-1642.6699266503667,29293889.27139364,2698403.2860635696
2.3091919191919192,-5277.320293398533,-1565.158924205379,27850310.943765283,2449851.8239608803
2.3696969696969696,-5212.630806845966,-1546.9437652811737,27171860.508557457,2393102.7677261615
2.43020202020202,-5014.073349633251,-1559.119804400978,25141013.828850854,2430969.369193154
2.4907070707070704,-4894.220048899755,-1534.7139364303177,23953950.66992665,2355413.0562347188
2.551212121212121,-4758.542787286064,-1593.2665036674816,22643798.278728608,2538514.6699266504
2.6117171717171717,-4622.772616136919,-1502.5574572127139,21370120.948655255,2257686.1124694375
2.672222222222222,-4552.767726161369,-1441.5305623471882,20727977.281173594,2078064.0488997556
2.7327272727272724,-4322.044009779951,-1320.9437652811737,18680286.29828851,1745048.2053789732
2.7932323232323233,-4188.694376528118,-1286.601466992665,17545261.84841076,1655461.750611247
2.8537373737373737,-3833.3447432762837,-1143.6479217603912,14694684.704156479,1308209.4083129584
2.914242424242424,-3618.048899755501,-1059.3349633251835,13092050.533007335,1122531.5207823962
2.9747474747474745,-3546.968215158924,-992.601466992665,12581282.885085575,985325.9559902201
3.035252525252525,-3284.347188264059,-761.158924205379,10787243.667481663,579581.4474327628
3.0957575757575757,-3182.347188264059,-496.88508557457214,10127462.024449877,247043.08068459659
